s, V0, V1, V2
0.00353240966796875,  0.00,  5.00,  0.00
0.2572197914123535,185.00, 20.00,  0.00
0.5145978927612305,465.00,450.00,400.00
0.7738687992095947,  0.00,510.00,485.00
1.0334053039550781,  0.00, 15.00,  0.00
1.292635202407837,  0.00, 45.00,  0.00
1.5523121356964111,445.00,450.00,445.00
1.8121576309204102, 50.00,450.00,505.00
2.071408271789551,  0.00,245.00,320.00
2.3303372859954834,  0.00,100.00,  0.00
2.586069345474243,265.00,  0.00,  0.00
2.8430404663085938,530.00,415.00,140.00
3.102729082107544,525.00,420.00,140.00
3.361999034881592, 15.00,545.00,365.00
3.62170672416687, 10.00, 75.00,  0.00
3.881462574005127,  0.00,460.00,400.00
4.141096115112305,  0.00,330.00,410.00
4.399984121322632,  0.00, 55.00,  0.00
4.658620834350586,555.00,440.00,305.00
4.9173667430877686,  0.00, 60.00,  0.00
5.175343751907349,  0.00, 80.00,  0.00
5.433570861816406,555.00,440.00,200.00
5.691274642944336,  0.00,460.00,475.00
5.950596570968628,  0.00,  0.00,  0.00
6.2084856033325195,  0.00, 50.00,  0.00
6.466975450515747,550.00,435.00,335.00
6.725358247756958, 80.00,500.00,470.00
6.983464479446411,  0.00,  0.00,  0.00
7.241595268249512,  0.00,  5.00,  0.00
7.5000481605529785,560.00,430.00,125.00
7.758361101150513,435.00,460.00,360.00
8.01646614074707,  0.00,430.00,405.00
8.27459192276001,  0.00, 40.00,  0.00
8.533243179321289,350.00,435.00,245.00
8.79097294807434,475.00,450.00,395.00
9.050198793411255,480.00,455.00,410.00
9.308387756347656, 65.00,440.00,300.00
9.566837787628174, 20.00, 35.00,  0.00
9.825646877288818,  5.00, 30.00,  0.00
10.083492755889893,  0.00, 45.00,400.00
10.342660665512085,485.00,450.00,365.00
10.60146951675415,490.00,465.00,310.00
10.857497930526733,  0.00,425.00,130.00
11.114274740219116,  0.00, 10.00,  0.00
11.37389874458313, 50.00, 50.00,  0.00
11.633461475372314,480.00,465.00,305.00
11.893108367919922,295.00,510.00,420.00
12.152737140655518,  0.00,485.00,450.00
12.41152024269104,  0.00, 60.00,  0.00
12.669944047927856, 20.00,350.00,195.00
12.928315162658691,  0.00,470.00,455.00
13.186239242553711,180.00,490.00,455.00
13.445260047912598,455.00,450.00,445.00
13.704038143157959,490.00,445.00,385.00
13.962982892990112,510.00,435.00,345.00
14.22092890739441,485.00,155.00,  0.00
14.48014783859253, 40.00, 55.00,  0.00
14.738112926483154,380.00,245.00,  0.00
14.996656894683838,410.00,285.00,  0.00
15.255842685699463,420.00,300.00,  0.00
15.514644622802734,420.00,300.00,  0.00
15.772563934326172,440.00,330.00,  0.00
16.031778812408447,455.00,340.00, 15.00
16.290268898010254,450.00,340.00, 25.00
16.550108671188354,  0.00,265.00,  0.00
16.808116674423218,  0.00,455.00,445.00
17.066858768463135,  0.00,500.00,455.00
17.324983835220337,  0.00,500.00,445.00
17.583759546279907, 80.00,460.00,400.00
17.84169292449951, 75.00,440.00,345.00
18.100165843963623,160.00,400.00,220.00
18.35852074623108,340.00,320.00, 60.00
18.616096019744873,185.00,215.00, 10.00
18.875375747680664,230.00,360.00,135.00
19.134084939956665, 75.00,215.00,  5.00
19.391921997070312,  0.00,445.00,335.00
19.647605180740356,  0.00,545.00,550.00
19.90169668197632,  0.00, 65.00,  0.00
20.155707359313965,  0.00, 85.00,  0.00
20.40977668762207,  0.00,550.00,575.00
20.66637110710144,  0.00, 40.00,  0.00
20.92501997947693,  0.00,160.00,  0.00
21.182710886001587,  0.00,440.00,535.00
21.441208124160767, 20.00, 80.00,  0.00
21.69960308074951,  0.00,245.00,  0.00
21.957903385162354,  0.00, 80.00,  0.00
22.215651273727417,  0.00,100.00,  0.00
22.474045515060425,205.00,550.00,530.00
22.733030319213867,  0.00,100.00,  0.00
22.990874528884888,  0.00,165.00,  0.00
23.25011134147644,  0.00,500.00,570.00
23.50798463821411,  0.00, 65.00,  0.00
23.765731811523438,  0.00,240.00,  0.00
24.024147748947144,  0.00,265.00,280.00
24.282636642456055,  0.00,105.00,  0.00
24.541807889938354,335.00,480.00,470.00
24.800731897354126,  0.00, 75.00, 25.00
25.058871746063232,  0.00,140.00, 10.00
25.317014932632446,250.00,540.00,550.00
25.576194047927856,  0.00,115.00,  0.00
25.83527183532715,  0.00,220.00, 65.00
26.09247136116028,  0.00,490.00,575.00
26.350151300430298,  0.00,180.00, 45.00
26.60715651512146,  0.00,320.00, 90.00
26.86414384841919,  0.00,110.00, 70.00
27.1212637424469,  0.00,135.00, 40.00
27.378154277801514,290.00,530.00,525.00
27.63539433479309,  0.00,135.00,  0.00
27.892279624938965,  0.00,175.00,  0.00
28.1493878364563, 80.00,550.00,565.00
28.406359910964966,  0.00,130.00,  0.00
28.663302421569824,  0.00,250.00, 20.00
28.920437574386597,  0.00,480.00,550.00
29.17736577987671,  5.00,195.00, 35.00
29.43435502052307,  0.00,350.00,105.00
29.691519260406494,  0.00,150.00, 55.00
29.94838857650757,  0.00,185.00, 35.00
30.205674648284912,325.00,535.00,490.00
30.46281886100769,  0.00,175.00,  5.00
30.719979286193848,  0.00,195.00,  5.00
