s, V0, V1, V2
0.002302885055541992,  0.00, 35.00,  0.00
0.2548339366912842,135.00, 20.00,  0.00
0.5073437690734863,535.00,425.00,250.00
0.7599077224731445,455.00,440.00,340.00
1.0122768878936768,  0.00,430.00,475.00
1.2657809257507324,  0.00, 30.00,  0.00
1.519305944442749,  0.00, 40.00,  0.00
1.7729108333587646,540.00,415.00,255.00
2.026437997817993,465.00,435.00,295.00
2.2799439430236816,  0.00,435.00,490.00
2.5335071086883545,  0.00, 20.00,  0.00
2.7870280742645264,  0.00, 30.00,  0.00
3.0405449867248535,535.00,415.00,235.00
3.294312000274658,475.00,430.00,255.00
3.5478620529174805,  0.00,465.00,490.00
3.801475763320923,  0.00, 30.00,  0.00
4.054996013641357,  0.00, 45.00,  0.00
4.30851674079895,530.00,425.00,220.00
4.562171936035156,465.00,440.00,290.00
4.815670013427734,  0.00,520.00,480.00
5.069134950637817,  0.00, 25.00,  0.00
5.322849988937378,  0.00, 45.00,  0.00
5.576452970504761,540.00,420.00,265.00
5.8299829959869385,470.00,430.00,310.00
6.083703994750977,  0.00,505.00,500.00
6.33718204498291,  0.00, 30.00,  0.00
6.590894937515259,  0.00, 45.00,  0.00
6.844421863555908,520.00,400.00,220.00
7.0979249477386475,445.00,435.00,350.00
7.3515119552612305,  0.00,520.00,500.00
7.605010032653809,  0.00, 25.00,  0.00
7.858554840087891,  0.00, 40.00,  0.00
8.112261772155762,510.00,365.00,150.00
8.365837097167969,430.00,450.00,375.00
8.619472980499268,  0.00,535.00,480.00
8.873109102249146,  0.00, 20.00,  0.00
9.126609802246094,  0.00, 20.00,  0.00
9.3801589012146,490.00,310.00,  0.00
9.633738994598389,470.00,435.00,335.00
9.887528896331787,395.00,475.00,390.00
10.141303062438965,  0.00, 35.00,  0.00
10.394783020019531,  0.00, 10.00,  0.00
10.648313045501709,490.00,200.00,  0.00
10.90199899673462,465.00,440.00,330.00
11.155481100082397,255.00,500.00,425.00
11.409054040908813,  0.00,175.00, 55.00
11.662600994110107,  0.00, 35.00,  0.00
11.916157007217407,465.00,  0.00,  0.00
12.169679164886475,510.00,410.00,255.00
12.423220872879028,470.00,435.00,290.00
12.676805973052979,  0.00,330.00,380.00
12.930362224578857,  0.00, 35.00,  0.00
13.18391489982605,130.00, 20.00,  0.00
13.437394857406616,500.00,435.00,280.00
13.691109895706177,380.00,455.00,375.00
13.944684982299805,  0.00,440.00,425.00
14.198203802108765,  0.00, 40.00,  0.00
14.451744079589844,135.00, 25.00,  0.00
14.705229997634888,515.00,420.00,245.00
14.958792924880981,440.00,435.00,365.00
15.212381839752197,  0.00,355.00,475.00
15.465853929519653,  0.00, 30.00,  0.00
15.719388961791992,315.00,  0.00,  0.00
15.973015069961548,505.00,435.00,310.00
16.22661304473877,445.00,450.00,335.00
16.480090141296387,  0.00,460.00,420.00
16.733738899230957,  0.00, 25.00,  0.00
16.98731279373169,300.00, 10.00,  0.00
17.241013050079346,490.00,450.00,310.00
17.49453592300415,355.00,480.00,380.00
17.748056173324585,  0.00,460.00,450.00
18.001617193222046,  0.00, 35.00,  0.00
18.255129098892212,185.00, 20.00,  0.00
18.50866723060608,515.00,430.00,280.00
18.762330055236816,470.00,440.00,265.00
19.015825986862183,  0.00,480.00,490.00
19.269330978393555,  0.00, 25.00,  0.00
19.523016929626465,100.00, 30.00,  0.00
19.77660322189331,505.00,440.00,325.00
20.030088901519775,440.00,455.00,365.00
20.283679962158203,  0.00,450.00,445.00
20.537188053131104,  0.00, 10.00,  0.00
20.790865898132324,  0.00, 40.00,  0.00
21.04442286491394,520.00,415.00,225.00
21.297960996627808,415.00,450.00,355.00
21.551532983779907,  0.00,420.00,455.00
21.8050479888916,  0.00, 25.00,  0.00
22.058557987213135,325.00,  0.00,  0.00
22.31231689453125,465.00,445.00,330.00
22.56580400466919,430.00,465.00,340.00
22.819370985031128,  0.00,380.00,305.00
23.073017120361328,  0.00, 25.00,  0.00
23.326515913009644,480.00,  0.00,  0.00
23.5800461769104,485.00,430.00,245.00
23.83381199836731,370.00,495.00,365.00
24.0873122215271,  0.00, 45.00,  0.00
24.34093999862671,  0.00, 15.00,  0.00
24.594532012939453,490.00,265.00,  0.00
24.848119974136353,455.00,445.00,325.00
25.101665019989014,295.00,515.00,430.00
25.3552188873291, 35.00, 30.00,  0.00
25.608697175979614,  0.00,  0.00,  0.00
25.86232590675354,515.00,305.00,  0.00
26.11584711074829,470.00,440.00,295.00
26.369341135025024,  0.00,540.00,470.00
26.623078107833862, 15.00, 25.00,  0.00
26.876572132110596,  0.00, 20.00,  0.00
27.130117177963257,505.00,390.00,140.00
27.383607149124146,195.00,500.00,445.00
27.63714098930359,  0.00,535.00,485.00
27.89061188697815,  5.00, 25.00,  0.00
28.144320011138916,  0.00, 30.00,  0.00
28.397835969924927,485.00,330.00,  0.00
28.651500940322876,195.00,495.00,450.00
28.905055046081543,  0.00,545.00,485.00
29.158589839935303,  0.00, 20.00,  0.00
29.412301063537598,  0.00, 50.00,  0.00
29.66587209701538,510.00,405.00,235.00
29.91937518119812,460.00,435.00,345.00
30.173085927963257,  0.00,540.00,475.00
30.427896976470947,  0.00, 10.00,  0.00
30.681529998779297,  0.00, 15.00,  0.00
30.935023069381714,475.00,435.00,355.00
31.188596963882446,450.00,455.00,310.00
31.442256212234497,345.00,500.00,380.00
31.69576907157898,  0.00,260.00,115.00
31.949278116226196,  0.00, 25.00,  0.00
32.20298409461975,465.00,  0.00,  0.00
32.456488847732544,465.00,435.00,355.00
32.709991216659546,440.00,455.00,390.00
32.96356391906738,  0.00,330.00,350.00
33.21705222129822,  0.00, 20.00,  0.00
33.470574140548706,  0.00, 20.00,  0.00
33.724205017089844,525.00,360.00,205.00
33.977806091308594,485.00,410.00,225.00
34.23144221305847,  0.00,530.00,495.00
34.48497724533081,  0.00, 15.00,  0.00
34.738441944122314,  0.00, 20.00,  0.00
34.99209904670715,500.00,190.00,  0.00
35.24557900428772,525.00,365.00,125.00
35.499091148376465,460.00,445.00,290.00
35.75265312194824,  0.00,295.00,205.00
36.00623822212219,  0.00, 15.00,  0.00
36.259819984436035,405.00,  0.00,  0.00
36.51339316368103,470.00,415.00,290.00
36.76690912246704,330.00,490.00,420.00
37.02045726776123,  0.00,250.00,180.00
37.274091958999634,  0.00, 45.00,  0.00
37.52766013145447,260.00,  0.00,  0.00
37.781461000442505,535.00,375.00,190.00
38.035008907318115,470.00,435.00,290.00
38.28850293159485,  0.00,415.00,465.00
38.542105197906494,  0.00,  0.00,  0.00
38.79568004608154,  0.00, 35.00,  0.00
39.04922604560852,525.00,380.00,215.00
39.30288505554199,500.00,425.00,240.00
39.55640912055969,  0.00,540.00,455.00
39.809967041015625,  0.00, 30.00,  0.00
40.06356120109558,  0.00, 30.00,  0.00
40.317092180252075,510.00,390.00,115.00
40.57063007354736,400.00,480.00,345.00
40.824273109436035,  0.00,550.00,435.00
41.077866315841675,  0.00, 30.00,  0.00
41.33142900466919,  0.00, 25.00,  0.00
