s, V0, V1, V2
0.007964849472045898,  0.00, 65.00,  0.00
0.2669355869293213,530.00,365.00, 40.00
0.5265462398529053,515.00,415.00,215.00
0.7861850261688232,190.00,510.00,450.00
1.0452799797058105, 30.00, 35.00,  0.00
1.3049006462097168,  0.00, 40.00,  0.00
1.5642485618591309,530.00,185.00,  0.00
1.822127342224121,490.00,420.00,310.00
2.0817759037017822,115.00,510.00,480.00
2.341395616531372, 30.00, 75.00,  0.00
2.600234270095825,  0.00,105.00,  0.00
2.856175184249878,520.00,150.00,  0.00
3.1129708290100098,520.00,415.00,250.00
3.3722047805786133,450.00,480.00,425.00
3.6318066120147705, 50.00, 30.00,  0.00
3.891493320465088,  0.00, 45.00,  0.00
4.151077032089233,525.00, 85.00,  0.00
4.4099767208099365,515.00,420.00,265.00
4.6676764488220215,475.00,470.00,375.00
4.927295446395874, 45.00, 60.00,  0.00
5.186969995498657,  0.00, 20.00,  0.00
5.445591926574707,525.00,240.00,  0.00
5.703227519989014,530.00,390.00,205.00
5.96249532699585,470.00,475.00,370.00
6.220890283584595,  0.00, 90.00,  0.00
6.478364706039429, 10.00, 20.00,  0.00
6.737560749053955,520.00, 50.00,  0.00
6.995148420333862,480.00,450.00,320.00
7.254271030426025,440.00,490.00,390.00
7.513062000274658, 65.00, 50.00,  0.00
7.77133584022522,  5.00, 25.00,  0.00
8.029439449310303,525.00,370.00,130.00
8.28796911239624,500.00,425.00,270.00
8.545729875564575,280.00,500.00,455.00
8.80411171913147, 45.00, 25.00,  0.00
9.06220555305481,  0.00, 35.00,  0.00
9.320906400680542,525.00,340.00, 65.00
9.580405235290527,480.00,440.00,320.00
9.837873697280884,190.00,505.00,460.00
10.101239681243896, 25.00, 15.00,  0.00
10.358665466308594,  0.00, 30.00,  0.00
10.61722207069397,525.00,320.00, 80.00
10.875308990478516,530.00,385.00,220.00
11.133281707763672,120.00,515.00,465.00
11.389061212539673, 35.00, 25.00,  0.00
11.645565032958984,  0.00, 35.00,  0.00
11.904269933700562,530.00,395.00,205.00
12.163022756576538,465.00,460.00,320.00
12.422061443328857, 70.00,540.00,485.00
12.68101716041565, 20.00, 15.00,  0.00
12.938699007034302,  0.00, 20.00,  0.00
13.197868585586548,540.00,385.00,205.00
13.457041501998901,485.00,420.00,300.00
13.716535091400146, 15.00,490.00,535.00
13.976149082183838, 30.00, 15.00,  0.00
14.235290765762329,145.00, 60.00,  0.00
14.49597454071045,545.00,385.00,235.00
14.754662275314331,480.00,445.00,350.00
15.013360023498535,  0.00,405.00,435.00
15.271111726760864, 20.00, 15.00,  0.00
15.529375553131104,190.00,  0.00,  0.00
15.788305282592773,555.00,380.00,230.00
16.046080112457275,495.00,420.00,265.00
16.30520796775818,  0.00,420.00,470.00
16.5636146068573, 20.00, 10.00,  0.00
16.822731494903564,240.00,  0.00,  0.00
17.08154034614563,540.00,405.00,225.00
17.339807987213135,480.00,450.00,310.00
17.59816074371338,  0.00,470.00,360.00
17.854196548461914, 20.00, 25.00,  0.00
18.11107325553894,180.00, 15.00,  0.00
18.370763063430786,545.00,405.00,200.00
18.630403757095337,495.00,420.00,285.00
18.89038062095642,  0.00,465.00,505.00
19.14839744567871, 30.00, 25.00,  0.00
19.40747618675232,  0.00, 75.00,  0.00
19.666330814361572,550.00,350.00, 70.00
19.92579460144043,515.00,390.00,220.00
20.18403434753418, 25.00,505.00,520.00
20.442410230636597, 30.00, 10.00,  0.00
20.700803995132446,  5.00, 60.00,  0.00
20.958950757980347,525.00,385.00,205.00
21.21705150604248,485.00,435.00,300.00
21.47622513771057, 45.00,540.00,485.00
21.73483681678772, 20.00, 15.00,  0.00
21.994099855422974,  0.00, 30.00,  0.00
22.25165557861328,525.00,285.00, 80.00
22.510859489440918,530.00,385.00,250.00
22.768485069274902,120.00,505.00,465.00
23.025614738464355, 25.00, 25.00,  0.00
23.28264045715332,  0.00, 40.00,  0.00
23.539679288864136,515.00,120.00,  0.00
23.79661226272583,525.00,400.00,240.00
24.053630828857422,450.00,480.00,400.00
24.311551570892334, 30.00, 85.00,  0.00
24.570709466934204,  0.00, 60.00,  0.00
24.830721139907837,475.00, 65.00,  0.00
25.089042901992798,550.00,365.00,175.00
25.348689794540405,500.00,430.00,325.00
25.608278512954712,  0.00,185.00,160.00
25.86788320541382, 15.00, 85.00,  0.00
26.126939058303833,500.00, 60.00,  0.00
26.3854398727417,530.00,400.00,210.00
26.64347553253174,485.00,460.00,355.00
26.901804447174072,  0.00,225.00,200.00
27.16100001335144, 15.00, 15.00,  0.00
27.420453786849976,465.00, 10.00,  0.00
27.677903652191162,535.00,390.00,210.00
27.93712830543518,485.00,445.00,335.00
28.195712089538574,  0.00,390.00,325.00
28.453864097595215, 15.00, 30.00,  0.00
28.712175846099854,415.00, 15.00,  0.00
28.97148847579956,530.00,405.00,260.00
