s, V0, V1, V2
0.002767324447631836,  0.00, 35.00,  0.00
0.25546813011169434,500.00, 10.00,  0.00
0.5079648494720459,460.00,370.00,355.00
0.7605752944946289, 15.00,435.00,450.00
1.0132765769958496,  0.00, 80.00,330.00
1.2671141624450684,  0.00, 20.00,  0.00
1.5208425521850586,  0.00, 40.00,  0.00
1.7745141983032227,545.00,350.00,295.00
2.0283730030059814,390.00,415.00,410.00
2.282097578048706,  0.00,145.00,375.00
2.5358753204345703,  0.00, 10.00,  0.00
2.789562940597534,  0.00, 30.00,  0.00
3.0432353019714355,550.00,305.00,240.00
3.297132730484009,365.00,385.00,270.00
3.5507891178131104,  0.00,290.00,350.00
3.804434299468994,  0.00,  5.00,  0.00
4.058197021484375,  0.00, 35.00,  0.00
4.311875581741333,550.00,270.00, 40.00
4.565766096115112,235.00,370.00,365.00
4.8194215297698975,  0.00,350.00,445.00
5.0730133056640625,  0.00,  0.00,  0.00
5.326658725738525,  0.00, 50.00,  0.00
5.580177068710327,510.00,260.00, 85.00
5.833694696426392,290.00,385.00,375.00
6.087321519851685,  0.00,375.00,455.00
6.340914011001587,  5.00,  5.00,  0.00
6.594530344009399,  0.00, 35.00,  0.00
6.848063945770264,540.00,160.00,  0.00
7.1015965938568115,410.00,375.00,355.00
7.355292320251465,  0.00,425.00,450.00
7.608856201171875, 15.00, 20.00,  0.00
7.862428665161133,  0.00, 30.00,  0.00
8.115989208221436,555.00, 55.00,  0.00
8.369601488113403,465.00,310.00,280.00
8.623150110244751, 80.00,440.00,450.00
8.876757860183716,  0.00, 35.00,  0.00
9.130306720733643,  0.00, 15.00,  0.00
9.383861780166626,515.00, 15.00,  0.00
9.637501955032349,460.00,355.00,320.00
9.891115665435791, 10.00,455.00,455.00
10.14501667022705,  0.00, 40.00,  0.00
10.398614406585693,  0.00, 20.00,  0.00
10.652194261550903,430.00, 10.00,  0.00
10.905821561813354,465.00,380.00,395.00
11.15939712524414,  0.00,445.00,450.00
11.412997245788574,  0.00, 65.00,210.00
11.666667222976685,  0.00,  0.00,  0.00
11.920227527618408,  0.00, 30.00,  0.00
12.173832654953003,515.00,335.00,335.00
12.427473068237305, 35.00,415.00,435.00
12.681083679199219,  0.00, 80.00,420.00
12.93473744392395,  0.00, 10.00,  0.00
13.18862509727478,  0.00, 40.00,  0.00
13.44224762916565,545.00,355.00,380.00
13.695858240127563, 90.00,400.00,415.00
13.949471235275269,  0.00,185.00,350.00
14.203031539916992,  0.00, 10.00,  0.00
14.45669674873352,  0.00, 50.00,  0.00
14.710334300994873,540.00,355.00,250.00
14.963950634002686,175.00,405.00,310.00
15.217607975006104,  0.00,240.00,220.00
15.47117304801941,  0.00, 10.00,  0.00
15.724753856658936,  0.00, 40.00,  0.00
15.978536367416382,555.00,305.00, 75.00
16.232170820236206, 20.00,430.00,325.00
16.485828161239624,  0.00,220.00,340.00
16.73967218399048,  0.00, 10.00,  0.00
16.993261337280273,  0.00, 45.00,  0.00
17.247071266174316,535.00,360.00,275.00
17.500691890716553, 65.00,430.00,395.00
17.754340410232544,  0.00,110.00,320.00
18.007885694503784,  0.00,  0.00,  0.00
18.261516094207764, 90.00, 30.00,  0.00
18.51531958580017,495.00,360.00,360.00
18.768913984298706,  0.00,435.00,440.00
19.022475957870483,  0.00, 60.00,170.00
19.276235103607178,  0.00,  0.00,  0.00
19.529799461364746,  0.00, 35.00,  0.00
19.78337860107422,470.00,395.00,400.00
20.037140607833862,  0.00,425.00,450.00
20.290737867355347,  0.00, 45.00, 30.00
20.544384956359863,  0.00, 20.00,  0.00
20.798256397247314,485.00, 15.00,  0.00
21.05185556411743,460.00,375.00,385.00
21.305562734603882, 20.00,455.00,445.00
21.562129497528076,  0.00, 50.00,  0.00
